elapsedTime;nombre;et_x;et_y;et_z;et_pixel_uv_x;et_pixel_uv_y;head_pose_x;head_pose_y;head_pose_z;head_euler_x;head_euler_y;head_euler_z;head_quat_xyzw;Eye_Right_Blink;Eye_Left_Blink
49.4290;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3700;-1.7447;0.2390821;0.4734848;-0.4239;1.6229;-1.2867;9.8132;272.6840;3.0670;(.0435, -.6892, .0783, .7190);0.0000;0.0000
49.4520;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6504;-2.0074;0.08157258;0.641571;-0.4240;1.6233;-1.2888;9.4854;271.5103;3.2397;(.0396, -.6967, .0778, .7120);0.0000;0.0000
49.4740;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6336;-2.0136;0.07783741;0.6314989;-0.4241;1.6240;-1.2914;9.1432;269.9318;3.3522;(.0357, -.7066, .0770, .7025);0.0000;0.0000
49.4960;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6375;-2.0418;0.06089886;0.6338482;-0.4239;1.6245;-1.2938;8.7352;268.6393;3.3741;(.0322, -.7146, .0750, .6947);0.0000;0.0000
49.5180;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6749;-2.0641;0.04755243;0.6562888;-0.4238;1.6251;-1.2962;8.3759;267.3418;3.3527;(.0293, -.7226, .0729, .6868);0.0000;0.0000
49.5400;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6924;-2.0750;0.04103599;0.6667314;-0.4238;1.6257;-1.2984;8.0520;266.0235;3.2980;(.0269, -.7305, .0709, .6787);0.0000;0.0000
49.5630;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.7401;-2.0574;0.05157667;0.6953493;-0.4236;1.6261;-1.3003;7.7670;264.9495;3.3401;(.0243, -.7369, .0696, .6720);0.0000;0.0000
49.5850;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6911;-2.0429;0.06028878;0.6659989;-0.4233;1.6264;-1.3021;7.5957;263.9009;3.3671;(.0225, -.7431, .0688, .6653);0.0000;0.0000
49.6060;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6385;-2.0062;0.0822432;0.6344393;-0.4230;1.6265;-1.3039;7.4751;262.8845;3.2945;(.0216, -.7490, .0678, .6588);0.0000;0.0000
49.6280;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6300;-1.9988;0.08672602;0.6293629;-0.4227;1.6267;-1.3051;7.3902;262.2421;3.2091;(.0213, -.7526, .0669, .6547);0.0000;0.0000
49.6500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6380;-1.9592;0.1104638;0.6341276;-0.4224;1.6268;-1.3060;7.3105;261.8332;3.2309;(.0205, -.7550, .0666, .6520);0.0000;0.0000
49.6730;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6575;-1.9366;0.1240044;0.6458223;-0.4222;1.6269;-1.3068;7.2509;261.3909;3.3142;(.0193, -.7575, .0667, .6491);0.0000;0.0000
49.6950;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6333;-1.9186;0.1347883;0.6313576;-0.4221;1.6270;-1.3076;7.2144;260.9695;3.3705;(.0185, -.7599, .0669, .6463);0.0000;0.0000
49.7170;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6106;-1.8839;0.1556033;0.6177119;-0.4219;1.6269;-1.3082;7.1818;260.7356;3.4444;(.0177, -.7613, .0671, .6447);0.0000;0.0000
49.7390;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5946;-1.8975;0.1474519;0.6081048;-0.4217;1.6269;-1.3088;7.1773;260.4480;3.4657;(.0174, -.7629, .0673, .6428);0.0000;0.0000
49.7620;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5700;-1.8611;0.1692924;0.5933992;-0.4216;1.6270;-1.3092;7.1675;260.2881;3.4497;(.0173, -.7638, .0671, .6417);0.0000;0.0000
49.7830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6110;-1.8233;0.1919512;0.6179689;-0.4217;1.6271;-1.3093;7.1332;260.2403;3.4828;(.0169, -.7641, .0671, .6414);0.0000;0.0000
49.8050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6006;-1.8095;0.2001774;0.6117028;-0.4218;1.6272;-1.3093;7.0710;260.3533;3.5967;(.0158, -.7635, .0673, .6421);0.0000;0.0000
49.8270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6413;-1.7749;0.2209598;0.636115;-0.4218;1.6272;-1.3094;7.0249;260.3589;3.7311;(.0147, -.7635, .0677, .6421);0.3480;0.2337
49.8490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5556;-1.9000;0.1459456;0.5847317;-0.4219;1.6273;-1.3094;6.9575;260.3832;3.7543;(.0142, -.7634, .0674, .6423);0.9908;0.6507
49.8730;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.0896;-2.0517;0.05497392;0.3053763;-0.4220;1.6274;-1.3094;6.8748;260.4511;3.7986;(.0134, -.7630, .0671, .6428);1.0000;0.8789
49.9370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3005;-1.9498;0.1160899;0.4318272;-0.4225;1.6276;-1.3099;6.7916;260.2575;3.7557;(.0131, -.7641, .0663, .6415);0.9767;0.6185
49.9600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2837;-1.9842;0.0954515;0.421737;-0.4225;1.6275;-1.3101;6.8101;260.1899;3.7553;(.0132, -.7645, .0665, .6411);0.7830;0.5235
49.9830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4706;-1.8804;0.1577158;0.5337654;-0.4227;1.6274;-1.3102;6.8131;260.1024;3.7527;(.0132, -.7650, .0665, .6405);0.3155;0.1309
50.0050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4965;-1.8491;0.1764673;0.5492826;-0.4229;1.6274;-1.3103;6.8262;260.0874;3.7702;(.0131, -.7650, .0667, .6404);0.2140;0.0569
50.0270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5199;-1.8968;0.1478694;0.5633098;-0.4229;1.6274;-1.3103;6.8437;260.0792;3.8131;(.0130, -.7651, .0670, .6403);0.1422;0.0100
50.0500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5182;-1.8803;0.1577591;0.5623236;-0.4229;1.6273;-1.3104;6.8870;260.0212;3.8579;(.0129, -.7654, .0676, .6399);0.0000;0.0000
50.0720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5331;-1.8750;0.1609624;0.571263;-0.4229;1.6273;-1.3104;6.9225;259.9379;3.8702;(.0129, -.7659, .0679, .6393);0.0000;0.0000
50.0940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5166;-1.8786;0.1587791;0.5613631;-0.4230;1.6272;-1.3103;6.9565;259.9042;3.8613;(.0132, -.7660, .0681, .6390);0.0000;0.0000
50.1150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5209;-1.8808;0.1574758;0.5639199;-0.4231;1.6272;-1.3103;6.9572;259.9188;3.8710;(.0131, -.7660, .0681, .6391);0.0000;0.0000
50.1370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5199;-1.8787;0.1587213;0.5633687;-0.4231;1.6272;-1.3102;6.9856;259.9240;3.8852;(.0132, -.7659, .0684, .6391);0.0000;0.0000
50.1600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5091;-1.8634;0.167897;0.5568393;-0.4232;1.6272;-1.3101;6.9861;259.9913;3.9007;(.0131, -.7656, .0685, .6396);0.0000;0.0000
50.1820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5085;-1.8690;0.1645052;0.5565114;-0.4232;1.6271;-1.3099;6.9806;260.0554;3.8993;(.0131, -.7652, .0684, .6400);0.0000;0.0000
50.2040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5225;-1.8598;0.1700294;0.564922;-0.4232;1.6271;-1.3098;6.9783;260.0731;3.9126;(.0130, -.7651, .0685, .6401);0.0000;0.0000
50.2270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5214;-1.8620;0.1687308;0.564226;-0.4232;1.6272;-1.3097;6.9550;260.0998;3.8688;(.0132, -.7650, .0681, .6403);0.0000;0.0000
50.2500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5226;-1.8614;0.1691077;0.5649816;-0.4232;1.6273;-1.3097;6.9013;260.1413;3.7617;(.0137, -.7647, .0671, .6407);0.0000;0.0000
50.2720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5265;-1.8648;0.1670332;0.5672916;-0.4232;1.6274;-1.3096;6.8811;260.1534;3.7494;(.0136, -.7647, .0669, .6408);0.0000;0.0000
50.2940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5230;-1.8631;0.1680675;0.5651848;-0.4231;1.6274;-1.3095;6.8444;260.2275;3.7571;(.0134, -.7643, .0667, .6413);0.0000;0.0000
50.3150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5294;-1.8685;0.164808;0.5690558;-0.4229;1.6274;-1.3094;6.8556;260.2891;3.7625;(.0135, -.7639, .0668, .6417);0.0000;0.0000
50.3370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5211;-1.8637;0.1677242;0.5640714;-0.4227;1.6274;-1.3093;6.8482;260.3581;3.7625;(.0135, -.7635, .0668, .6422);0.0000;0.0000
50.3600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5142;-1.8656;0.166557;0.5598927;-0.4225;1.6274;-1.3093;6.8441;260.4083;3.8159;(.0131, -.7632, .0670, .6425);0.0000;0.0000
50.3830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5065;-1.8620;0.1687236;0.5552776;-0.4224;1.6274;-1.3092;6.8546;260.4605;3.8462;(.0130, -.7630, .0673, .6428);0.0000;0.0000
50.4050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5109;-1.8585;0.1708221;0.5579715;-0.4222;1.6274;-1.3091;6.8443;260.4958;3.9020;(.0126, -.7628, .0675, .6430);0.0000;0.0000
50.4270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5163;-1.8568;0.1718232;0.561156;-0.4221;1.6273;-1.3091;6.8427;260.5192;3.9168;(.0125, -.7626, .0676, .6432);0.0000;0.0000
50.4500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5148;-1.8546;0.1731586;0.5602651;-0.4220;1.6274;-1.3090;6.8334;260.5449;3.9372;(.0123, -.7625, .0676, .6433);0.0000;0.0000
50.4720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5245;-1.8547;0.1731271;0.5661123;-0.4219;1.6273;-1.3090;6.8147;260.5421;3.8991;(.0125, -.7625, .0673, .6433);0.0000;0.0000
50.4930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5309;-1.8656;0.1665388;0.569913;-0.4217;1.6274;-1.3091;6.7954;260.5188;3.8869;(.0124, -.7626, .0671, .6432);0.0000;0.0000
50.5150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5359;-1.8623;0.1685352;0.5729436;-0.4215;1.6274;-1.3091;6.7605;260.5096;3.8940;(.0122, -.7627, .0669, .6432);0.0000;0.0000
50.5380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5788;-1.8691;0.1644735;0.5986631;-0.4213;1.6274;-1.3091;6.7649;260.4968;3.9147;(.0121, -.7628, .0670, .6431);0.0000;0.0000
50.5600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5586;-1.8631;0.1680896;0.5865253;-0.4214;1.6274;-1.3091;6.7765;260.4922;3.9135;(.0121, -.7628, .0671, .6430);0.0000;0.0000
50.5830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5568;-1.8696;0.1641431;0.5854844;-0.4214;1.6274;-1.3091;6.7865;260.5204;3.9294;(.0121, -.7626, .0673, .6432);0.0000;0.0000
50.6050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5590;-1.8741;0.1614552;0.5867819;-0.4215;1.6274;-1.3091;6.7599;260.5625;3.9122;(.0121, -.7624, .0670, .6435);0.0000;0.0000
50.6280;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5681;-1.8713;0.1631541;0.5922142;-0.4214;1.6274;-1.3092;6.7737;260.6237;3.8888;(.0124, -.7621, .0669, .6439);0.0000;0.0000
50.6500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5745;-1.8693;0.1643412;0.5961013;-0.4214;1.6274;-1.3092;6.8204;260.6829;3.8637;(.0128, -.7617, .0671, .6443);0.0000;0.0000
50.6730;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5731;-1.8660;0.1663584;0.5952623;-0.4212;1.6273;-1.3093;6.8593;260.7602;3.8747;(.0130, -.7613, .0674, .6448);0.0000;0.0000
50.6950;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5738;-1.8650;0.1669231;0.5956415;-0.4211;1.6272;-1.3094;6.9116;260.7856;3.8859;(.0133, -.7611, .0678, .6449);0.0000;0.0000
50.7180;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5724;-1.8684;0.1648646;0.5948261;-0.4211;1.6272;-1.3096;6.9577;260.7570;3.8979;(.0134, -.7613, .0682, .6447);0.0000;0.0000
50.7400;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5735;-1.8719;0.1627962;0.5954885;-0.4211;1.6271;-1.3097;6.9756;260.7261;3.9341;(.0133, -.7614, .0685, .6445);0.0000;0.0000
50.7630;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5724;-1.8775;0.1594323;0.594795;-0.4210;1.6270;-1.3098;6.9951;260.7038;3.9552;(.0132, -.7616, .0688, .6443);0.0000;0.0000
50.7850;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5733;-1.8799;0.157986;0.5953807;-0.4209;1.6270;-1.3100;7.0174;260.6771;3.9724;(.0132, -.7617, .0690, .6441);0.0000;0.0000
50.8070;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5718;-1.8813;0.1571261;0.5944427;-0.4208;1.6270;-1.3101;7.0327;260.6648;3.9807;(.0132, -.7618, .0692, .6440);0.0000;0.0000
50.8300;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5684;-1.8802;0.1578026;0.5924445;-0.4207;1.6270;-1.3103;7.0345;260.6363;3.9927;(.0132, -.7619, .0692, .6438);0.0000;0.0000
50.8530;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5680;-1.8806;0.1576;0.5921811;-0.4205;1.6270;-1.3105;7.0274;260.6153;4.0150;(.0130, -.7621, .0693, .6436);0.0000;0.0000
50.8730;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5654;-1.8824;0.1564741;0.5906398;-0.4203;1.6270;-1.3106;7.0338;260.5520;4.0386;(.0128, -.7624, .0695, .6432);0.0000;0.0000
50.8950;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5752;-1.8855;0.1546263;0.5964949;-0.4201;1.6270;-1.3108;7.0358;260.5295;4.0592;(.0127, -.7626, .0696, .6430);0.0000;0.0000
50.9170;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5719;-1.8897;0.1521285;0.594498;-0.4199;1.6270;-1.3111;7.0062;260.4840;4.1078;(.0121, -.7628, .0697, .6427);0.0000;0.0000
50.9400;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5739;-1.8905;0.151661;0.5957422;-0.4198;1.6271;-1.3112;6.9610;260.4447;4.1370;(.0117, -.7631, .0696, .6425);0.0000;0.0000
50.9630;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5778;-1.8872;0.1536042;0.5980524;-0.4195;1.6271;-1.3114;6.9431;260.4648;4.1519;(.0115, -.7629, .0696, .6426);0.0000;0.0000
50.9840;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5703;-1.8853;0.1547345;0.5935605;-0.4195;1.6271;-1.3114;6.9220;260.4622;4.1932;(.0111, -.7630, .0696, .6426);0.0000;0.0000
51.0060;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5704;-1.8868;0.1538289;0.5935898;-0.4194;1.6272;-1.3114;6.8844;260.4562;4.2575;(.0104, -.7630, .0698, .6425);0.0000;0.0000
51.0290;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5554;-1.8790;0.158537;0.5845975;-0.4193;1.6273;-1.3114;6.8531;260.4868;4.2644;(.0102, -.7629, .0696, .6427);0.0000;0.0000
51.0510;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5531;-1.8741;0.1614862;0.5832475;-0.4191;1.6274;-1.3114;6.8416;260.5628;4.2144;(.0106, -.7624, .0692, .6433);0.0000;0.0000
51.0730;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5509;-1.8713;0.1631662;0.5819386;-0.4191;1.6273;-1.3114;6.8755;260.5988;4.2246;(.0107, -.7622, .0695, .6435);0.0000;0.0000
51.0960;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5475;-1.8691;0.1644781;0.5798784;-0.4190;1.6272;-1.3113;6.9252;260.6129;4.2436;(.0109, -.7621, .0699, .6435);0.0000;0.0000
51.1170;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5429;-1.8664;0.1660715;0.5771447;-0.4188;1.6272;-1.3112;6.9713;260.6786;4.2544;(.0111, -.7618, .0703, .6439);0.0000;0.0000
51.1390;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5467;-1.8616;0.1689766;0.5794101;-0.4186;1.6271;-1.3112;6.9855;260.6890;4.2363;(.0113, -.7617, .0703, .6440);0.0000;0.0000
51.1630;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5426;-1.8622;0.1686257;0.5769593;-0.4184;1.6271;-1.3112;6.9927;260.7109;4.2585;(.0112, -.7616, .0705, .6441);0.0000;0.0000
51.1830;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5403;-1.8674;0.1654617;0.5755571;-0.4182;1.6271;-1.3110;7.0219;260.7136;4.2644;(.0113, -.7615, .0707, .6441);0.0000;0.0000
51.2050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5403;-1.8667;0.1658916;0.5755938;-0.4181;1.6271;-1.3109;7.0182;260.7492;4.2378;(.0115, -.7613, .0705, .6444);0.0000;0.0000
51.2280;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5348;-1.8687;0.1647382;0.5722604;-0.4178;1.6272;-1.3108;7.0024;260.7499;4.2505;(.0113, -.7613, .0705, .6444);0.0000;0.0000
51.2490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5380;-1.8684;0.1648762;0.5741831;-0.4176;1.6273;-1.3107;6.9318;260.7375;4.2376;(.0110, -.7614, .0699, .6444);0.0000;0.0000
51.2720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5409;-1.8672;0.1656064;0.5759153;-0.4173;1.6274;-1.3106;6.8519;260.7578;4.1893;(.0109, -.7613, .0691, .6446);0.0000;0.0000
51.2940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5517;-1.8739;0.1615953;0.5824021;-0.4171;1.6275;-1.3105;6.8102;260.7474;4.1658;(.0108, -.7614, .0687, .6446);0.0000;0.0000
51.3160;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5535;-1.8722;0.1625907;0.5834607;-0.4169;1.6275;-1.3104;6.7970;260.7469;4.1859;(.0106, -.7614, .0687, .6445);0.0000;0.0000
51.3380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5497;-1.8739;0.1615981;0.5811829;-0.4166;1.6275;-1.3102;6.8239;260.7386;4.2011;(.0106, -.7614, .0690, .6445);0.0000;0.0000
51.3600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5516;-1.8767;0.1599211;0.5823582;-0.4164;1.6275;-1.3101;6.8474;260.7407;4.1591;(.0111, -.7614, .0689, .6445);0.0000;0.0000
51.3820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5507;-1.8761;0.1602532;0.5818033;-0.4162;1.6275;-1.3099;6.8479;260.7506;4.1314;(.0113, -.7614, .0688, .6446);0.0000;0.0000
51.4050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5528;-1.8740;0.1615494;0.5830626;-0.4160;1.6275;-1.3098;6.8094;260.7633;4.1310;(.0110, -.7613, .0685, .6447);0.0000;0.0000
51.4280;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5548;-1.8758;0.1604742;0.584251;-0.4158;1.6275;-1.3097;6.8083;260.7654;4.0954;(.0113, -.7613, .0683, .6447);0.0000;0.0000
51.4490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5552;-1.8736;0.1617759;0.5845086;-0.4156;1.6275;-1.3096;6.7830;260.7925;4.0675;(.0113, -.7611, .0680, .6449);0.0000;0.0000
51.4710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5509;-1.8738;0.1616708;0.5819409;-0.4154;1.6275;-1.3095;6.8081;260.8007;4.0254;(.0118, -.7611, .0679, .6450);0.0000;0.0000
51.4930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5485;-1.8742;0.1614248;0.58051;-0.4152;1.6275;-1.3095;6.8245;260.8544;4.0203;(.0119, -.7608, .0680, .6453);0.0000;0.0000
51.5150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5469;-1.8738;0.1616724;0.579545;-0.4150;1.6275;-1.3094;6.8152;260.8670;4.0366;(.0118, -.7607, .0680, .6454);0.0000;0.0000
51.5380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5450;-1.8726;0.1623965;0.5784163;-0.4149;1.6275;-1.3092;6.8135;260.8827;4.0405;(.0117, -.7606, .0680, .6455);0.0000;0.0000
51.5600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5438;-1.8706;0.16355;0.5776516;-0.4146;1.6274;-1.3092;6.8190;260.9166;4.0222;(.0119, -.7604, .0680, .6458);0.0000;0.0000
