elapsedTime;nombre;et_x;et_y;et_z;et_pixel_uv_x;et_pixel_uv_y;head_pose_x;head_pose_y;head_pose_z;head_euler_x;head_euler_y;head_euler_z
11.6570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3772;-1.3416;0.4807545;0.4778063;-0.4017;1.6295;-1.2945;5.6101;268.9496;0.6587
11.6790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3762;-1.3418;0.4806288;0.4771707;-0.4016;1.6295;-1.2946;5.6334;268.9468;0.7090
11.7020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3759;-1.3420;0.480492;0.4769912;-0.4014;1.6294;-1.2947;5.6392;268.9444;0.7348
11.7230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3773;-1.3415;0.480817;0.4778583;-0.4014;1.6294;-1.2948;5.6072;268.9594;0.7502
11.7450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3777;-1.3416;0.4807528;0.478058;-0.4014;1.6296;-1.2949;5.6021;268.9582;0.7551
11.7680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3784;-1.3426;0.4801278;0.4785195;-0.4013;1.6295;-1.2949;5.5848;268.9348;0.7227
11.7900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3772;-1.3427;0.4800707;0.4777659;-0.4012;1.6295;-1.2949;5.6108;268.9333;0.7091
11.8120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3743;-1.3423;0.4802842;0.4760368;-0.4012;1.6293;-1.2950;5.6714;268.9429;0.7376
11.8350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3727;-1.3426;0.4801289;0.4751053;-0.4011;1.6292;-1.2950;5.7036;268.9379;0.7512
11.8570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3718;-1.3418;0.4805927;0.4745534;-0.4011;1.6293;-1.2951;5.7248;268.9564;0.7618
11.8790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3722;-1.3423;0.4803049;0.4748005;-0.4011;1.6293;-1.2951;5.7156;268.9459;0.7991
11.9010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3726;-1.3415;0.4808032;0.4750239;-0.4011;1.6292;-1.2951;5.7065;268.9658;0.8274
11.9230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3723;-1.3416;0.480731;0.4748756;-0.4011;1.6292;-1.2952;5.7117;268.9637;0.8136
11.9450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3729;-1.3415;0.4807646;0.475181;-0.4010;1.6293;-1.2952;5.7015;268.9661;0.7986
11.9680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3739;-1.3421;0.4804482;0.475822;-0.4008;1.6293;-1.2952;5.6769;268.9543;0.8047
11.9900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3744;-1.3427;0.4800914;0.4760786;-0.4007;1.6293;-1.2951;5.6671;268.9395;0.7844
12.0110;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3751;-1.3418;0.4805827;0.4765357;-0.4006;1.6292;-1.2952;5.6496;268.9593;0.7931
12.0340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3762;-1.3415;0.4808086;0.4772034;-0.4006;1.6293;-1.2952;5.6260;268.9674;0.7997
12.0560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3767;-1.3396;0.4819282;0.4775058;-0.4005;1.6292;-1.2952;5.6134;269.0085;0.7905
12.0800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3754;-1.3394;0.4820566;0.4767158;-0.4004;1.6291;-1.2951;5.6405;269.0126;0.8056
12.1010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3743;-1.3392;0.482181;0.47602;-0.4004;1.6292;-1.2952;5.6684;269.0181;0.8506
12.1230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3744;-1.3385;0.4826193;0.4761331;-0.4005;1.6293;-1.2952;5.6646;269.0343;0.7833
12.1450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3744;-1.3390;0.4823039;0.4760843;-0.4005;1.6293;-1.2952;5.6678;269.0229;0.7597
12.1670;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3734;-1.3410;0.481078;0.4754791;-0.4004;1.6293;-1.2951;5.6898;268.9762;0.8010
12.1900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3731;-1.3410;0.4810797;0.475313;-0.4002;1.6292;-1.2951;5.6937;268.9769;0.8151
12.2120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3718;-1.3417;0.4806874;0.4745588;-0.4001;1.6292;-1.2952;5.7214;268.9646;0.8115
12.2350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3729;-1.3420;0.4805182;0.4751758;-0.4000;1.6292;-1.2953;5.6976;268.9590;0.8268
12.2560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3734;-1.3433;0.4797361;0.475488;-0.4001;1.6292;-1.2952;5.6871;268.9293;0.8605
12.2780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3733;-1.3442;0.4791463;0.4754679;-0.4000;1.6293;-1.2952;5.6877;268.9057;0.8508
12.3010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3737;-1.3448;0.4788213;0.4757097;-0.3999;1.6292;-1.2952;5.6784;268.8932;0.8637
12.3230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3752;-1.3457;0.4782554;0.47661;-0.3999;1.6293;-1.2952;5.6470;268.8726;0.8612
12.3450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3764;-1.3463;0.4778874;0.4773283;-0.4000;1.6293;-1.2952;5.6201;268.8602;0.8005
12.3670;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3776;-1.3459;0.4781367;0.4780412;-0.3998;1.6294;-1.2951;5.5955;268.8670;0.7702
12.3890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3776;-1.3456;0.4783529;0.4780451;-0.3997;1.6294;-1.2951;5.5964;268.8739;0.8221
12.4120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3793;-1.3452;0.4785613;0.4790159;-0.3997;1.6295;-1.2950;5.5613;268.8792;0.8342
12.4360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3807;-1.3440;0.4793047;0.4799053;-0.3997;1.6296;-1.2950;5.5305;268.9070;0.8371
12.4560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3797;-1.3436;0.4795111;0.4792767;-0.3996;1.6295;-1.2949;5.5525;268.9130;0.8338
12.4780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3782;-1.3438;0.479428;0.4783965;-0.3996;1.6295;-1.2948;5.5851;268.9085;0.8144
12.5010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3785;-1.3443;0.4791018;0.4785362;-0.3996;1.6295;-1.2948;5.5801;268.8952;0.8044
12.5230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3785;-1.3441;0.4792279;0.4785714;-0.3996;1.6295;-1.2946;5.5789;268.8969;0.7540
12.5450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3772;-1.3426;0.4801394;0.4777992;-0.3997;1.6295;-1.2946;5.6061;268.9293;0.7423
12.5690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3750;-1.3417;0.4806933;0.4764798;-0.3997;1.6294;-1.2945;5.6535;268.9485;0.7507
12.5900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3738;-1.3408;0.481233;0.475733;-0.3997;1.6294;-1.2945;5.6796;268.9685;0.7925
12.6120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3737;-1.3395;0.4819757;0.475691;-0.3996;1.6293;-1.2944;5.6808;268.9943;0.8175
12.6340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3745;-1.3397;0.4818623;0.4761917;-0.3996;1.6293;-1.2943;5.6610;268.9877;0.8208
12.6560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3761;-1.3393;0.4821372;0.477138;-0.3995;1.6293;-1.2943;5.6272;268.9985;0.7931
12.6780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3775;-1.3394;0.4820426;0.4779725;-0.3995;1.6294;-1.2944;5.5988;268.9965;0.7801
12.7010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3785;-1.3403;0.4814982;0.4785383;-0.3993;1.6295;-1.2944;5.5786;268.9758;0.7486
12.7230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3776;-1.3414;0.4808802;0.478004;-0.3992;1.6295;-1.2943;5.5975;268.9504;0.7292
12.7450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3776;-1.3409;0.481174;0.4780069;-0.3990;1.6294;-1.2943;5.5959;268.9622;0.7183
12.7670;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3779;-1.3419;0.4805628;0.4781806;-0.3990;1.6295;-1.2943;5.5906;268.9393;0.7263
12.7890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3798;-1.3404;0.4814744;0.47935;-0.3989;1.6295;-1.2943;5.5479;268.9732;0.7519
12.8120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3801;-1.3397;0.4818998;0.4795249;-0.3989;1.6294;-1.2943;5.5402;268.9895;0.7464
12.8340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3775;-1.3406;0.4813164;0.4779522;-0.3987;1.6294;-1.2943;5.5968;268.9681;0.7965
12.8560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3757;-1.3413;0.4809099;0.4769012;-0.3986;1.6294;-1.2944;5.6354;268.9555;0.7997
12.8780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3752;-1.3420;0.4804851;0.4765925;-0.3985;1.6295;-1.2945;5.6476;268.9409;0.7092
12.9010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3768;-1.3431;0.4798556;0.4775541;-0.3984;1.6295;-1.2945;5.6121;268.9185;0.7111
12.9220;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3770;-1.3440;0.4792956;0.4776892;-0.3981;1.6294;-1.2946;5.6059;268.9000;0.7715
12.9450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3759;-1.3445;0.4790187;0.4769828;-0.3979;1.6294;-1.2947;5.6312;268.8925;0.7719
12.9670;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3766;-1.3439;0.4793526;0.477403;-0.3976;1.6294;-1.2949;5.6148;268.9082;0.7870
12.9900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3787;-1.3441;0.4792253;0.4786725;-0.3974;1.6295;-1.2949;5.5699;268.9038;0.8212
13.0120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3805;-1.3448;0.4788109;0.479755;-0.3972;1.6296;-1.2950;5.5308;268.8895;0.8430
13.0340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3821;-1.3453;0.4784891;0.4807315;-0.3969;1.6296;-1.2950;5.4947;268.8788;0.8094
13.0560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3831;-1.3463;0.477942;0.4813044;-0.3967;1.6296;-1.2951;5.4743;268.8603;0.8419
13.0780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3832;-1.3469;0.4775724;0.4814006;-0.3964;1.6296;-1.2951;5.4688;268.8478;0.8364
13.1010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3809;-1.3463;0.4778992;0.480009;-0.3962;1.6295;-1.2951;5.5170;268.8605;0.7511
13.1230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3777;-1.3455;0.4784019;0.4780875;-0.3960;1.6294;-1.2951;5.5850;268.8784;0.7546
13.1450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3717;-1.3431;0.4798193;0.4744995;-0.3958;1.6292;-1.2951;5.7125;268.9299;0.7859
13.1680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3662;-1.3397;0.4818604;0.471163;-0.3956;1.6290;-1.2949;5.8313;269.0032;0.7646
13.1900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3655;-1.3362;0.483956;0.4707552;-0.3953;1.6290;-1.2948;5.8456;269.0774;0.7506
13.2120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3670;-1.3339;0.4853632;0.4716387;-0.3952;1.6290;-1.2947;5.8132;269.1282;0.7668
13.2340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3684;-1.3339;0.4853696;0.4724912;-0.3950;1.6291;-1.2946;5.7832;269.1271;0.7551
13.2560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3714;-1.3339;0.4853518;0.4742845;-0.3948;1.6292;-1.2946;5.7184;269.1252;0.7433
13.2780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3730;-1.3343;0.4851203;0.475257;-0.3946;1.6292;-1.2946;5.6838;269.1166;0.7286
13.3010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3736;-1.3362;0.4839396;0.4756184;-0.3943;1.6293;-1.2946;5.6713;269.0738;0.7218
13.3230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3733;-1.3367;0.4836453;0.4754505;-0.3940;1.6293;-1.2947;5.6769;269.0639;0.7388
13.3450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3735;-1.3382;0.4827703;0.4755779;-0.3936;1.6294;-1.2946;5.6724;269.0308;0.7523
13.3680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3733;-1.3376;0.4831477;0.475444;-0.3933;1.6293;-1.2946;5.6758;269.0440;0.7685
13.3890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3733;-1.3381;0.482853;0.4754551;-0.3930;1.6293;-1.2945;5.6740;269.0314;0.7668
13.4120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3739;-1.3371;0.4834211;0.4758064;-0.3927;1.6293;-1.2944;5.6605;269.0508;0.7378
13.4340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3733;-1.3365;0.4837893;0.4754229;-0.3924;1.6293;-1.2942;5.6733;269.0600;0.7091
13.4560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3723;-1.3363;0.483903;0.474817;-0.3920;1.6291;-1.2941;5.6914;269.0606;0.6683
13.4770;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3700;-1.3353;0.48449;0.4734764;-0.3916;1.6292;-1.2939;5.7407;269.0795;0.6177
13.5000;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3700;-1.3335;0.4855813;0.4734903;-0.3913;1.6292;-1.2938;5.7396;269.1171;0.5844
13.5220;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3711;-1.3331;0.4858352;0.4741274;-0.3909;1.6293;-1.2936;5.7176;269.1223;0.5686
13.5440;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3726;-1.3307;0.4872783;0.4750176;-0.3906;1.6293;-1.2934;5.6863;269.1727;0.5745
13.5680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3743;-1.3300;0.4876991;0.4760564;-0.3903;1.6294;-1.2934;5.6484;269.1866;0.5773
13.5900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3773;-1.3295;0.4880143;0.4778184;-0.3900;1.6294;-1.2933;5.5831;269.1973;0.5954
13.6120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3791;-1.3296;0.48793;0.4789322;-0.3896;1.6296;-1.2932;5.5460;269.1912;0.5745
13.6340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3808;-1.3288;0.4884337;0.4799711;-0.3892;1.6296;-1.2930;5.5079;269.2064;0.4930
13.6560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3806;-1.3277;0.4890547;0.4798276;-0.3888;1.6296;-1.2929;5.5118;269.2267;0.4668
13.6780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3772;-1.3257;0.4902511;0.477799;-0.3883;1.6295;-1.2927;5.5828;269.2673;0.4834
13.7010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3747;-1.3244;0.4910207;0.4762878;-0.3879;1.6294;-1.2925;5.6347;269.2903;0.4906
13.7230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3751;-1.3228;0.491979;0.4765266;-0.3875;1.6293;-1.2923;5.6244;269.3231;0.5050
13.7450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3755;-1.3221;0.4924216;0.4767439;-0.3872;1.6293;-1.2922;5.6139;269.3362;0.5244
13.7670;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3743;-1.3215;0.492752;0.4760165;-0.3868;1.6292;-1.2920;5.6381;269.3447;0.5553
13.7890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3732;-1.3208;0.493192;0.4753762;-0.3863;1.6291;-1.2919;5.6577;269.3574;0.5392
13.8110;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3719;-1.3205;0.4933815;0.4746251;-0.3858;1.6292;-1.2917;5.6864;269.3609;0.5594
13.8340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3752;-1.3213;0.4928797;0.4765677;-0.3854;1.6292;-1.2916;5.6162;269.3395;0.5105
13.8560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3797;-1.3210;0.4930922;0.4792652;-0.3851;1.6294;-1.2913;5.5209;269.3416;0.4670
13.8790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3830;-1.3209;0.4931187;0.4812672;-0.3848;1.6297;-1.2910;5.4524;269.3364;0.4612
13.9020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3845;-1.3201;0.4936496;0.4821584;-0.3845;1.6298;-1.2907;5.4211;269.3502;0.4662
13.9230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3854;-1.3195;0.4939782;0.4827165;-0.3842;1.6299;-1.2904;5.4027;269.3548;0.4461
13.9450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3860;-1.3187;0.4944849;0.4830861;-0.3840;1.6300;-1.2901;5.3907;269.3661;0.3985
13.9670;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3860;-1.3178;0.4949726;0.4830769;-0.3838;1.6299;-1.2898;5.3885;269.3781;0.3214
13.9890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3837;-1.3188;0.4944152;0.4817061;-0.3839;1.6298;-1.2896;5.4380;269.3525;0.2602
14.0110;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3793;-1.3178;0.4949883;0.4790413;-0.3840;1.6296;-1.2893;5.5303;269.3672;0.1819
14.0330;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3722;-1.3166;0.495724;0.4747565;-0.3842;1.6294;-1.2890;5.6832;269.3874;0.1261
14.0550;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3647;-1.3155;0.4963808;0.470286;-0.3844;1.6292;-1.2888;5.8436;269.4073;0.1113
14.0760;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3601;-1.3140;0.4972587;0.4675421;-0.3845;1.6291;-1.2884;5.9405;269.4319;0.1154
14.0990;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3567;-1.3130;0.4978925;0.465517;-0.3848;1.6290;-1.2881;6.0138;269.4482;0.1332
14.1220;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3564;-1.3121;0.4984072;0.4653333;-0.3850;1.6289;-1.2879;6.0188;269.4621;0.1631
14.1430;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3564;-1.3121;0.4984328;0.4653238;-0.3851;1.6289;-1.2876;6.0192;269.4579;0.1704
14.1660;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3586;-1.3116;0.4987318;0.4666438;-0.3852;1.6290;-1.2874;5.9742;269.4638;0.1510
14.1880;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3623;-1.3112;0.4989285;0.4688781;-0.3854;1.6291;-1.2872;5.8944;269.4669;0.0991
14.2110;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3629;-1.3131;0.4977881;0.469225;-0.3857;1.6292;-1.2870;5.8844;269.4208;0.0280
14.2330;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3626;-1.3116;0.49874;0.4690371;-0.3858;1.6292;-1.2870;5.8910;269.4552;359.9767
14.2560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3613;-1.3114;0.4988163;0.4682554;-0.3861;1.6291;-1.2868;5.9190;269.4526;359.9317
14.2770;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3601;-1.3083;0.5006742;0.4675446;-0.3863;1.6290;-1.2866;5.9442;269.5182;359.9218
