elapsedTime;nombre;et_x;et_y;et_z;et_pixel_uv_x;et_pixel_uv_y;head_pose_x;head_pose_y;head_pose_z;head_euler_x;head_euler_y;head_euler_z
33.7360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2020;-1.3352;0.4845924;0.3727258;-0.4253;1.6221;-1.2966;9.3768;269.1312;0.9756
33.7580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1997;-1.3334;0.4856334;0.371376;-0.4252;1.6221;-1.2965;9.4259;269.1691;0.9947
33.7800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1983;-1.3288;0.4884189;0.3705354;-0.4251;1.6220;-1.2963;9.4557;269.2689;0.9919
33.8030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1966;-1.3114;0.4988516;0.3695152;-0.4251;1.6220;-1.2958;9.4937;269.6494;1.0491
33.8250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1959;-1.2830;0.5158382;0.3691117;-0.4251;1.6219;-1.2949;9.5058;270.2665;1.1730
33.8470;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1963;-1.2485;0.5365256;0.3693444;-0.4250;1.6219;-1.2940;9.4948;271.0236;1.3734
33.8700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1975;-1.2233;0.5516506;0.3700703;-0.4250;1.6220;-1.2933;9.4686;271.5757;1.5032
33.8920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1969;-1.2069;0.5615194;0.3697005;-0.4249;1.6220;-1.2928;9.4804;271.9340;1.4885
33.9140;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1975;-1.1952;0.5685257;0.3700367;-0.4248;1.6220;-1.2924;9.4651;272.1890;1.4083
33.9380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1975;-1.1839;0.5752823;0.3700404;-0.4247;1.6219;-1.2921;9.4629;272.4346;1.3510
33.9580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1978;-1.1669;0.5854903;0.3702064;-0.4246;1.6219;-1.2915;9.4532;272.8045;1.3702
33.9800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1978;-1.1422;0.6002647;0.3702523;-0.4246;1.6219;-1.2909;9.4469;273.3434;1.4429
34.0020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1985;-1.1154;0.6163338;0.3706725;-0.4244;1.6219;-1.2900;9.4253;273.9242;1.4424
34.0240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2014;-1.0636;0.6474193;0.3723662;-0.4243;1.6221;-1.2886;9.3529;275.0525;1.5188
34.0460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2086;-0.9927;0.6899343;0.3766737;-0.4242;1.6225;-1.2866;9.1785;276.5887;1.6869
34.0690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2176;-0.9169;0.7353494;0.3820765;-0.4239;1.6228;-1.2844;8.9550;278.2162;1.8167
34.0910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2276;-0.8363;0.7837069;0.3880912;-0.4235;1.6231;-1.2820;8.7008;279.9329;2.0248
34.1130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2346;-0.7624;0.8279631;0.3922987;-0.4228;1.6234;-1.2797;8.5098;281.4832;2.2070
34.1350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2434;-0.6773;0.879016;0.3975714;-0.4220;1.6237;-1.2772;8.2685;283.2527;2.2863
34.1580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2558;-0.5854;0.9341267;0.404974;-0.4212;1.6242;-1.2745;7.9469;285.1348;2.1991
34.1790;Scene/Escenario/PanelesExteriores/Cube;-13.9420;-0.2546;2.8586;0;0;-0.4203;1.6248;-1.2718;7.5716;286.9861;2.0662
34.2020;Scene/Escenario/PanelesExteriores/Cube;-13.7794;-0.1411;3.3163;0;0;-0.4192;1.6253;-1.2690;7.1283;288.9425;1.9654
34.2240;Scene/Escenario/PanelesExteriores/Cube;-13.6227;-0.0469;3.7572;0;0;-0.4180;1.6259;-1.2659;6.7526;290.8273;1.8783
34.2460;Scene/Escenario/PanelesExteriores/Cube;-13.4677;0.0571;4.1937;0;0;-0.4166;1.6264;-1.2630;6.3302;292.6902;1.7075
34.2690;Scene/Escenario/PanelesExteriores/Cube;-13.2997;0.1910;4.6664;0;0;-0.4151;1.6273;-1.2601;5.7828;294.7008;1.4742
34.2910;Scene/Escenario/PanelesExteriores/Cube;-13.1517;0.2916;5.0832;0;0;-0.4134;1.6279;-1.2573;5.3653;296.4623;1.1208
34.3130;Scene/Escenario/PanelesExteriores/Cube;-13.0132;0.3674;5.4730;0;0;-0.4117;1.6285;-1.2547;5.0453;298.0972;0.8074
34.3360;Scene/Escenario/PanelesExteriores/Cube;-12.8789;0.4504;5.8510;0;0;-0.4099;1.6291;-1.2522;4.6955;299.6685;0.5429
34.3580;Scene/Escenario/PanelesExteriores/Cube;-12.7641;0.5220;6.1742;0;0;-0.4081;1.6296;-1.2499;4.3938;300.9995;0.2360
34.3800;Scene/Escenario/PanelesExteriores/Cube;-12.6598;0.5815;6.4679;0;0;-0.4064;1.6299;-1.2478;4.1412;302.1977;359.9432
34.4030;Scene/Escenario/PanelesInteriores/Cube;-9.4792;0.8867;4.7042;0;0;-0.4048;1.6302;-1.2459;3.9196;303.2529;359.6727
34.4250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9794;1.4245;0.5000;0.7481597;0.9857297;-0.4034;1.6304;-1.2443;3.7868;304.1025;359.4095
34.4460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4273;0.5324;0.03946453;0.5078309;-0.4022;1.6304;-1.2431;3.7223;304.6719;359.1562
34.4690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4284;0.5636;0.05816762;0.5084835;-0.4011;1.6304;-1.2421;3.6813;305.1132;358.9843
34.4910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4288;0.5846;0.07076698;0.5087329;-0.4002;1.6305;-1.2411;3.6609;305.4024;358.8486
34.5120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4313;0.5982;0.07890182;0.5101939;-0.3995;1.6305;-1.2402;3.6093;305.5832;358.6662
34.5360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4340;0.6045;0.08269119;0.5118372;-0.3989;1.6307;-1.2396;3.5578;305.6601;358.4196
34.5560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4400;0.6053;0.0832003;0.515426;-0.3985;1.6308;-1.2390;3.4509;305.6602;358.2032
34.5790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4480;0.6082;0.08493929;0.5202497;-0.3980;1.6310;-1.2385;3.3083;305.6895;358.0127
34.6020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4573;0.6125;0.08746035;0.5257815;-0.3976;1.6312;-1.2379;3.1436;305.7386;357.8672
34.6230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4623;0.6082;0.08490361;0.5288041;-0.3973;1.6313;-1.2375;3.0568;305.6667;357.7444
34.6450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4655;0.6041;0.08242394;0.5307125;-0.3971;1.6315;-1.2372;3.0047;305.5990;357.6070
34.6680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4731;0.6058;0.08348572;0.5352536;-0.3968;1.6317;-1.2368;2.8704;305.6167;357.4955
34.6890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4790;0.6106;0.08635883;0.5387915;-0.3965;1.6318;-1.2365;2.7633;305.6786;357.4077
34.7120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4813;0.6156;0.08936933;0.5402023;-0.3961;1.6319;-1.2362;2.7205;305.7438;357.3435
34.7340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4863;0.6180;0.09079722;0.5431907;-0.3958;1.6321;-1.2359;2.6320;305.7714;357.3168
34.7580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4909;0.6186;0.09114725;0.5459613;-0.3954;1.6321;-1.2358;2.5492;305.7747;357.2852
34.7780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4929;0.6169;0.09014093;0.5471476;-0.3952;1.6321;-1.2358;2.5135;305.7472;357.2430
34.8010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4958;0.6157;0.08938156;0.5488621;-0.3951;1.6322;-1.2357;2.4650;305.7278;357.1638
34.8230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.4990;0.6121;0.08724216;0.5507874;-0.3950;1.6324;-1.2357;2.4115;305.6738;357.0467
34.8450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5014;0.6061;0.08364548;0.5522713;-0.3948;1.6325;-1.2358;2.3703;305.5848;356.9924
34.8670;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5037;0.6017;0.0810008;0.5536238;-0.3947;1.6325;-1.2360;2.3320;305.5214;357.0078
34.8890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5068;0.6014;0.08084986;0.5554934;-0.3946;1.6326;-1.2362;2.2771;305.5190;356.9763
34.9120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5106;0.6030;0.08179751;0.5577525;-0.3945;1.6326;-1.2362;2.2082;305.5417;356.9410
34.9340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5139;0.5996;0.07973672;0.5597357;-0.3944;1.6326;-1.2363;2.1504;305.4918;356.8951
34.9560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5178;0.5989;0.07933328;0.5620712;-0.3944;1.6327;-1.2365;2.0813;305.4848;356.8824
34.9780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5188;0.6000;0.07998808;0.562706;-0.3943;1.6328;-1.2367;2.0638;305.5033;356.9104
35.0010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5191;0.5977;0.07864223;0.5628679;-0.3942;1.6328;-1.2369;2.0590;305.4713;356.9433
35.0230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5186;0.5991;0.07946667;0.5625413;-0.3941;1.6329;-1.2371;2.0701;305.4937;356.9845
35.0440;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5180;0.5991;0.07947657;0.562206;-0.3941;1.6328;-1.2372;2.0788;305.4955;357.0010
35.0670;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5171;0.5945;0.07671325;0.5616601;-0.3941;1.6328;-1.2374;2.0976;305.4300;356.9819
35.0890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5175;0.5897;0.07382848;0.5619276;-0.3940;1.6328;-1.2375;2.0900;305.3601;356.9852
35.1120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5158;0.5842;0.07051511;0.5608807;-0.3941;1.6329;-1.2377;2.1253;305.2815;356.9796
35.1350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5144;0.5802;0.0681454;0.5600495;-0.3941;1.6328;-1.2379;2.1505;305.2264;356.9739
35.1560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5108;0.5742;0.06450938;0.5578856;-0.3941;1.6328;-1.2380;2.2192;305.1377;356.9601
35.1780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5097;0.5692;0.06153913;0.5572503;-0.3942;1.6327;-1.2381;2.2380;305.0659;356.9147
35.2030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5088;0.5625;0.05748098;0.5566671;-0.3943;1.6326;-1.2383;2.2572;304.9680;356.8842
35.2230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5096;0.5563;0.05379767;0.557164;-0.3943;1.6326;-1.2384;2.2449;304.8784;356.8736
35.2460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5107;0.5524;0.05148479;0.5578026;-0.3942;1.6327;-1.2385;2.2286;304.8213;356.9146
35.2680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5117;0.5479;0.04873222;0.5584121;-0.3941;1.6328;-1.2386;2.2127;304.7530;356.9750
35.2910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5129;0.5425;0.04553486;0.559159;-0.3939;1.6328;-1.2388;2.1927;304.6727;356.9959
35.3120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5142;0.5385;0.04311341;0.5599437;-0.3938;1.6329;-1.2390;2.1709;304.6140;357.0105
35.3350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5163;0.5365;0.04191406;0.561157;-0.3937;1.6329;-1.2391;2.1355;304.5847;356.9904
35.3570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5173;0.5360;0.04161811;0.5617702;-0.3936;1.6330;-1.2391;2.1187;304.5761;356.9557
35.3790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5196;0.5351;0.04108247;0.5631827;-0.3933;1.6330;-1.2391;2.0760;304.5595;356.9365
35.4020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5211;0.5363;0.04177334;0.5640641;-0.3932;1.6330;-1.2390;2.0487;304.5748;356.8987
35.4240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5185;0.5353;0.04122244;0.5624825;-0.3929;1.6331;-1.2389;2.0983;304.5565;356.8319
35.4460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5172;0.5357;0.04143931;0.5617034;-0.3927;1.6330;-1.2389;2.1209;304.5594;356.7749
35.4680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5165;0.5355;0.04130907;0.561321;-0.3925;1.6331;-1.2389;2.1332;304.5541;356.6952
35.4900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5176;0.5317;0.0390704;0.5619779;-0.3923;1.6330;-1.2390;2.1139;304.4966;356.6500
35.5120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5202;0.5288;0.03729207;0.5634929;-0.3921;1.6331;-1.2391;2.0706;304.4515;356.6549
35.5360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5255;0.5260;0.03563084;0.5666738;-0.3920;1.6334;-1.2392;1.9790;304.4104;356.6791
35.5570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5270;0.5188;0.03132922;0.5676163;-0.3919;1.6334;-1.2393;1.9533;304.3033;356.6787
35.5790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5243;0.5106;0.02638876;0.5659824;-0.3919;1.6334;-1.2395;2.0053;304.1803;356.7031
35.6020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.5257;0.5021;0.02131594;0.5668259;-0.3918;1.6334;-1.2397;1.9831;304.0536;356.7757
35.6240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9784;1.5271;0.5000;0.7790989;0.9854182;-0.3918;1.6335;-1.2399;1.9539;303.9271;356.8178
35.6470;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9885;1.5289;0.5000;0.7796457;0.9884527;-0.3917;1.6334;-1.2401;1.9150;303.8268;356.8108
35.6690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9956;1.5312;0.5000;0.7803281;0.9905992;-0.3916;1.6335;-1.2401;1.8707;303.7527;356.8111
35.6910;Scene/Escenario/PanelesInteriores/Cube;-9.3755;1.2859;4.7502;0;0;-0.3914;1.6335;-1.2401;1.8439;303.6938;356.8552
35.7120;Scene/Escenario/PanelesInteriores/Cube;-9.3799;1.2763;4.7482;0;0;-0.3911;1.6334;-1.2401;1.8935;303.6715;356.8768
35.7350;Scene/Escenario/PanelesInteriores/Cube;-9.3874;1.2757;4.7449;0;0;-0.3908;1.6333;-1.2401;1.8953;303.6341;356.8721
35.7570;Scene/Escenario/PanelesInteriores/Cube;-9.3912;1.2764;4.7432;0;0;-0.3906;1.6334;-1.2401;1.8917;303.6149;356.8040
35.7790;Scene/Escenario/PanelesInteriores/Cube;-9.3919;1.2795;4.7429;0;0;-0.3904;1.6334;-1.2402;1.8752;303.6112;356.7071
35.8010;Scene/Escenario/PanelesInteriores/Cube;-9.3971;1.2794;4.7406;0;0;-0.3902;1.6335;-1.2402;1.8757;303.5847;356.6751
35.8230;Scene/Escenario/PanelesInteriores/Cube;-9.3940;1.2848;4.7420;0;0;-0.3900;1.6336;-1.2401;1.8476;303.5991;356.6748
35.8460;Scene/Escenario/PanelesInteriores/Cube;-9.3884;1.2833;4.7444;0;0;-0.3898;1.6336;-1.2400;1.8565;303.6255;356.6877
35.8680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9984;1.5323;0.5000;0.780678;0.9914359;-0.3896;1.6336;-1.2399;1.8496;303.7011;356.6492
35.8910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9894;1.5330;0.5000;0.7808668;0.9887335;-0.3896;1.6336;-1.2398;1.8432;303.7899;356.6635
35.9120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9843;1.5327;0.5000;0.780772;0.9871831;-0.3895;1.6336;-1.2397;1.8514;303.8409;356.6517
35.9350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9810;1.5326;0.5000;0.7807413;0.9862011;-0.3895;1.6336;-1.2397;1.8536;303.8729;356.6011
35.9570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9797;1.5302;0.5000;0.7800376;0.9858233;-0.3893;1.6335;-1.2396;1.8958;303.8832;356.5901
35.9790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9821;1.5284;0.5000;0.7794946;0.9865308;-0.3892;1.6334;-1.2396;1.9260;303.8580;356.5871
36.0010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9889;1.5252;0.5000;0.7785394;0.9885935;-0.3891;1.6334;-1.2397;1.9803;303.7886;356.6227
36.0230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9972;1.5246;0.5000;0.7783436;0.9910859;-0.3891;1.6334;-1.2398;1.9880;303.7064;356.6785
36.0450;Scene/Escenario/PanelesInteriores/Cube;-9.3931;1.2551;4.7423;0;0;-0.3890;1.6334;-1.2399;2.0039;303.5997;356.6962
36.0690;Scene/Escenario/PanelesInteriores/Cube;-9.4106;1.2512;4.7346;0;0;-0.3889;1.6333;-1.2399;2.0225;303.5143;356.6911
36.0900;Scene/Escenario/PanelesInteriores/Cube;-9.4196;1.2494;4.7306;0;0;-0.3888;1.6334;-1.2400;2.0312;303.4703;356.6750
36.1120;Scene/Escenario/PanelesInteriores/Cube;-9.4273;1.2483;4.7272;0;0;-0.3887;1.6334;-1.2400;2.0362;303.4324;356.6927
36.1340;Scene/Escenario/PanelesInteriores/Cube;-9.4387;1.2397;4.7222;0;0;-0.3886;1.6333;-1.2401;2.0798;303.3768;356.6817
36.1560;Scene/Escenario/PanelesInteriores/Cube;-9.4426;1.2331;4.7204;0;0;-0.3884;1.6333;-1.2402;2.1144;303.3579;356.6512
36.1790;Scene/Escenario/PanelesInteriores/Cube;-9.4483;1.2313;4.7179;0;0;-0.3883;1.6332;-1.2403;2.1226;303.3306;356.6009
36.2010;Scene/Escenario/PanelesInteriores/Cube;-9.4446;1.2320;4.7195;0;0;-0.3881;1.6332;-1.2402;2.1191;303.3475;356.5588
36.2230;Scene/Escenario/PanelesInteriores/Cube;-9.4348;1.2383;4.7239;0;0;-0.3880;1.6332;-1.2401;2.0872;303.3944;356.5605
36.2460;Scene/Escenario/PanelesInteriores/Cube;-9.4251;1.2395;4.7282;0;0;-0.3878;1.6333;-1.2400;2.0825;303.4405;356.5904
36.2680;Scene/Escenario/PanelesInteriores/Cube;-9.4158;1.2393;4.7323;0;0;-0.3877;1.6334;-1.2399;2.0847;303.4846;356.5867
36.2910;Scene/Escenario/PanelesInteriores/Cube;-9.4052;1.2374;4.7370;0;0;-0.3874;1.6333;-1.2399;2.0956;303.5358;356.5572
36.3120;Scene/Escenario/PanelesInteriores/Cube;-9.4026;1.2340;4.7381;0;0;-0.3872;1.6333;-1.2398;2.1138;303.5475;356.5483
36.3340;Scene/Escenario/PanelesInteriores/Cube;-9.4054;1.2408;4.7369;0;0;-0.3870;1.6333;-1.2398;2.0778;303.5334;356.5812
36.3560;Scene/Escenario/PanelesInteriores/Cube;-9.4013;1.2419;4.7387;0;0;-0.3869;1.6333;-1.2399;2.0722;303.5536;356.5828
36.3780;Scene/Escenario/PanelesInteriores/Cube;-9.4016;1.2439;4.7386;0;0;-0.3867;1.6333;-1.2399;2.0618;303.5515;356.5791
36.4010;Scene/Escenario/PanelesInteriores/Cube;-9.4044;1.2477;4.7373;0;0;-0.3865;1.6334;-1.2399;2.0420;303.5370;356.5924
36.4230;Scene/Escenario/PanelesInteriores/Cube;-9.4042;1.2503;4.7375;0;0;-0.3864;1.6335;-1.2399;2.0284;303.5380;356.6225
36.4450;Scene/Escenario/PanelesInteriores/Cube;-9.4128;1.2527;4.7337;0;0;-0.3862;1.6335;-1.2400;2.0151;303.4959;356.6528
36.4680;Scene/Escenario/PanelesInteriores/Cube;-9.4216;1.2592;4.7297;0;0;-0.3860;1.6335;-1.2400;1.9794;303.4521;356.6364
36.4930;Scene/Escenario/PanelesInteriores/Cube;-9.4267;1.2671;4.7275;0;0;-0.3858;1.6336;-1.2399;1.9376;303.4265;356.6015
36.5120;Scene/Escenario/PanelesInteriores/Cube;-9.4294;1.2683;4.7263;0;0;-0.3856;1.6336;-1.2398;1.9308;303.4125;356.5529
36.5340;Scene/Escenario/PanelesInteriores/Cube;-9.4321;1.2679;4.7251;0;0;-0.3854;1.6336;-1.2398;1.9324;303.3987;356.5161
36.5560;Scene/Escenario/PanelesInteriores/Cube;-9.4325;1.2691;4.7249;0;0;-0.3853;1.6335;-1.2396;1.9260;303.3954;356.5283
36.5790;Scene/Escenario/PanelesInteriores/Cube;-9.4265;1.2643;4.7276;0;0;-0.3852;1.6335;-1.2395;1.9522;303.4238;356.5337
36.6010;Scene/Escenario/PanelesInteriores/Cube;-9.4227;1.2558;4.7293;0;0;-0.3851;1.6334;-1.2393;1.9967;303.4414;356.5514
36.6240;Scene/Escenario/PanelesInteriores/Cube;-9.4186;1.2518;4.7311;0;0;-0.3850;1.6332;-1.2392;2.0178;303.4602;356.5696
36.6470;Scene/Escenario/PanelesInteriores/Cube;-9.4136;1.2471;4.7333;0;0;-0.3851;1.6332;-1.2390;2.0427;303.4845;356.5540
36.6690;Scene/Escenario/PanelesInteriores/Cube;-9.4121;1.2422;4.7340;0;0;-0.3851;1.6332;-1.2387;2.0685;303.4905;356.4983
36.6900;Scene/Escenario/PanelesInteriores/Cube;-9.4019;1.2290;4.7385;0;0;-0.3850;1.6330;-1.2384;2.1388;303.5385;356.4995
